Body_Type,Sex,Diet,How_Often_Shower,Heating_Energy_Source,Transport,Vehicle_Type,Social_Activity,Monthly_Grocery_Bill,Frequency_of_Traveling_by_Air,Vehicle_Monthly_Distance_Km,Waste_Bag_Size,Waste_Bag_Weekly_Count,How_Long_TV_PC_Daily_Hour,How_Many_New_Clothes_Monthly,How_Long_Internet_Daily_Hour,Energy_efficiency,Recycling,Cooking_With,CarbonEmission
overweight,male,omnivore,daily,electricity,private,lpg,never,167,frequently,8.696008608880904,extra large,6,24,13,21,Sometimes,['Metal'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",4364
normal,female,vegetarian,more frequently,wood,walk/bicycle,No Vehicle,sometimes,239,never,4.477336814478207,extra large,6,16,42,4,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1655
underweight,female,vegan,less frequently,wood,walk/bicycle,No Vehicle,sometimes,134,rarely,4.276666119016055,medium,1,16,29,0,No,[],"['Grill', 'Airfryer']",1087
overweight,female,omnivore,more frequently,wood,walk/bicycle,No Vehicle,often,274,frequently,0.6931471805599453,medium,7,16,22,18,No,['Glass'],"['Stove', 'Microwave']",2462
normal,male,vegetarian,daily,natural gas,walk/bicycle,No Vehicle,never,279,frequently,3.295836866004329,extra large,6,23,14,4,No,"['Paper', 'Plastic']",['Microwave'],2225
normal,female,pescatarian,more frequently,electricity,public,No Vehicle,never,157,never,7.275864600546533,extra large,7,17,44,6,Yes,"['Paper', 'Plastic']",['Microwave'],1610
normal,male,vegan,more frequently,coal,walk/bicycle,No Vehicle,sometimes,61,very frequently,3.332204510175204,large,6,0,29,11,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",3063
normal,female,vegan,daily,electricity,private,diesel,never,106,frequently,8.730589391275567,extra large,7,15,26,24,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",4057
normal,male,omnivore,daily,natural gas,private,electric,sometimes,155,rarely,8.730589391275567,large,4,23,4,19,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",1224
obese,male,vegetarian,more frequently,natural gas,private,hybrid,sometimes,208,frequently,8.39479954320217,small,5,9,24,5,Sometimes,"['Paper', 'Plastic']","['Stove', 'Oven']",2890
underweight,male,vegan,daily,natural gas,private,petrol,often,232,never,5.953243334287785,small,7,9,14,20,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1360
underweight,female,omnivore,less frequently,natural gas,public,No Vehicle,often,245,never,7.201916317531627,small,7,15,13,7,Sometimes,"['Paper', 'Plastic', 'Metal']",['Oven'],1066
normal,male,pescatarian,more frequently,wood,public,No Vehicle,often,56,very frequently,7.134093721192866,large,7,18,25,2,Sometimes,['Metal'],"['Microwave', 'Grill', 'Airfryer']",3197
overweight,female,vegetarian,more frequently,electricity,public,No Vehicle,sometimes,67,never,7.4360278163518485,medium,6,6,4,3,Yes,"['Paper', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",771
underweight,male,vegan,more frequently,electricity,walk/bicycle,No Vehicle,sometimes,178,frequently,4.276666119016055,medium,7,22,38,17,Yes,['Paper'],"['Oven', 'Grill', 'Airfryer']",2031
obese,female,omnivore,twice a day,wood,walk/bicycle,No Vehicle,often,228,rarely,2.0794415416798357,medium,2,13,40,12,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",1689
overweight,female,vegetarian,twice a day,natural gas,walk/bicycle,No Vehicle,sometimes,297,frequently,4.276666119016055,extra large,5,2,27,10,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2206
underweight,male,vegan,less frequently,natural gas,walk/bicycle,No Vehicle,sometimes,106,very frequently,4.04305126783455,large,3,23,31,16,Sometimes,['Paper'],['Stove'],2495
overweight,female,vegan,more frequently,electricity,public,No Vehicle,often,107,never,5.365976015021851,large,6,10,34,23,Yes,"['Paper', 'Glass']","['Stove', 'Grill', 'Airfryer']",1420
obese,male,omnivore,less frequently,electricity,public,No Vehicle,never,96,frequently,7.268920128193722,small,3,18,47,2,Sometimes,"['Paper', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",2193
normal,male,vegan,twice a day,natural gas,private,lpg,never,249,never,8.365206834418355,extra large,2,24,49,19,Yes,"['Paper', 'Metal']","['Oven', 'Microwave']",2592
overweight,female,vegetarian,twice a day,wood,walk/bicycle,No Vehicle,never,50,very frequently,3.784189633918261,large,5,24,24,6,Yes,"['Paper', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2343
underweight,male,vegetarian,more frequently,coal,public,No Vehicle,sometimes,136,never,7.309212365692763,small,5,20,20,1,Sometimes,[],"['Oven', 'Microwave', 'Grill', 'Airfryer']",1508
normal,male,omnivore,more frequently,electricity,walk/bicycle,No Vehicle,often,238,frequently,4.59511985013459,small,4,19,2,16,Yes,"['Paper', 'Plastic']","['Oven', 'Grill', 'Airfryer']",1731
overweight,female,vegetarian,more frequently,electricity,walk/bicycle,No Vehicle,often,264,very frequently,4.3694478524670215,medium,3,20,13,23,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",2048
obese,female,pescatarian,more frequently,natural gas,private,petrol,sometimes,120,never,8.499436469826978,large,4,5,12,5,Sometimes,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",3075
normal,female,vegan,daily,wood,walk/bicycle,No Vehicle,sometimes,268,never,2.70805020110221,small,6,18,31,24,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1040
overweight,female,omnivore,twice a day,electricity,private,lpg,sometimes,221,frequently,8.730589391275567,medium,6,15,19,19,Sometimes,['Paper'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",4040
normal,male,omnivore,twice a day,coal,public,No Vehicle,often,51,frequently,7.538494999413465,small,7,2,50,16,Yes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']",2543
obese,male,pescatarian,daily,electricity,public,No Vehicle,never,57,rarely,6.688354713946762,large,3,8,39,12,Sometimes,"['Paper', 'Plastic']","['Grill', 'Airfryer']",1578
obese,male,vegetarian,more frequently,electricity,walk/bicycle,No Vehicle,often,92,very frequently,4.553876891600541,medium,7,18,6,15,Sometimes,"['Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",2946
normal,female,vegan,daily,natural gas,private,electric,sometimes,87,rarely,8.730589391275567,small,3,9,38,21,Yes,['Glass'],"['Microwave', 'Grill', 'Airfryer']",1346
underweight,male,vegetarian,daily,coal,private,lpg,sometimes,298,frequently,8.730589391275567,extra large,4,24,46,17,Yes,['Plastic'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",4798
overweight,male,omnivore,daily,electricity,private,lpg,often,190,never,7.449498005382849,medium,5,16,34,7,Sometimes,"['Glass', 'Metal']","['Stove', 'Oven']",2124
obese,male,vegan,daily,wood,private,hybrid,often,242,very frequently,8.505929999137527,large,5,16,32,10,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",4544
underweight,male,vegetarian,twice a day,electricity,walk/bicycle,No Vehicle,sometimes,294,rarely,3.367295829986474,large,5,2,16,12,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",1085
overweight,male,omnivore,more frequently,electricity,walk/bicycle,No Vehicle,often,217,rarely,4.51085950651685,extra large,5,19,23,12,Sometimes,"['Paper', 'Plastic']","['Stove', 'Oven']",2136
underweight,female,vegan,twice a day,wood,public,No Vehicle,never,213,never,6.943122422819428,extra large,1,8,22,12,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven']",702
obese,male,vegan,daily,coal,public,No Vehicle,often,171,rarely,5.683579767338681,small,4,2,4,21,No,[],"['Stove', 'Oven', 'Microwave']",1959
overweight,male,pescatarian,less frequently,natural gas,private,petrol,never,121,very frequently,6.903747257584598,medium,1,18,45,8,Yes,['Plastic'],"['Stove', 'Microwave']",3299
obese,female,omnivore,less frequently,coal,walk/bicycle,No Vehicle,sometimes,197,rarely,3.6375861597263857,medium,1,11,41,11,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1716
underweight,female,omnivore,more frequently,coal,public,No Vehicle,never,98,frequently,7.453561871643373,large,6,4,6,4,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",1801
underweight,female,pescatarian,less frequently,natural gas,private,lpg,sometimes,132,never,5.4638318050256105,extra large,6,14,13,7,Yes,"['Paper', 'Plastic', 'Glass']",[],1192
normal,male,omnivore,more frequently,natural gas,public,No Vehicle,sometimes,177,very frequently,7.384610383176974,small,7,0,22,20,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",2644
obese,female,vegan,less frequently,coal,public,No Vehicle,often,260,very frequently,7.54274354536855,small,3,18,41,1,Yes,['Glass'],[],3152
normal,male,omnivore,less frequently,wood,public,No Vehicle,often,108,never,4.700480365792417,extra large,1,1,8,21,Yes,"['Plastic', 'Glass']",['Oven'],1055
normal,female,pescatarian,more frequently,wood,walk/bicycle,No Vehicle,sometimes,74,very frequently,3.784189633918261,medium,3,3,4,11,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",1803
overweight,male,omnivore,more frequently,wood,walk/bicycle,No Vehicle,often,212,very frequently,4.07753744390572,small,1,23,48,14,Sometimes,"['Paper', 'Glass']",[],3235
underweight,male,omnivore,less frequently,wood,walk/bicycle,No Vehicle,never,192,rarely,3.4339872044851463,small,2,6,47,13,No,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']",1598
obese,female,omnivore,daily,natural gas,public,No Vehicle,sometimes,175,very frequently,7.454141078146678,large,1,3,13,14,No,"['Paper', 'Plastic']",['Oven'],2631
overweight,female,pescatarian,twice a day,coal,public,No Vehicle,sometimes,268,very frequently,6.7357800142423265,large,3,15,3,18,No,"['Paper', 'Metal']",['Microwave'],2554
underweight,female,pescatarian,twice a day,natural gas,walk/bicycle,No Vehicle,sometimes,77,never,2.0794415416798357,medium,7,11,22,13,No,"['Paper', 'Plastic']",['Oven'],1153
overweight,male,vegan,daily,electricity,walk/bicycle,No Vehicle,often,56,never,2.8903717578961645,extra large,5,22,49,20,Sometimes,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2161
overweight,female,vegetarian,daily,wood,public,No Vehicle,often,193,frequently,6.898714534329988,small,7,13,15,12,Yes,"['Plastic', 'Metal']",[],1788
underweight,female,omnivore,more frequently,electricity,public,No Vehicle,never,220,never,7.052721049232323,large,2,10,23,8,No,"['Paper', 'Plastic']","['Stove', 'Grill', 'Airfryer']",985
obese,male,omnivore,more frequently,electricity,walk/bicycle,No Vehicle,often,104,frequently,2.833213344056216,medium,2,18,9,16,No,"['Paper', 'Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1760
underweight,female,vegan,daily,natural gas,public,No Vehicle,never,53,very frequently,6.787844982309579,medium,5,23,47,2,Sometimes,"['Paper', 'Plastic']",['Microwave'],2278
underweight,female,vegan,twice a day,coal,walk/bicycle,No Vehicle,sometimes,204,very frequently,3.8066624897703196,extra large,6,5,3,17,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2375
overweight,male,vegan,twice a day,wood,walk/bicycle,No Vehicle,often,129,frequently,4.605170185988092,small,5,20,29,6,Yes,"['Paper', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1900
overweight,male,vegetarian,less frequently,natural gas,walk/bicycle,No Vehicle,sometimes,291,frequently,3.044522437723423,extra large,6,23,23,18,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",2649
obese,male,pescatarian,more frequently,natural gas,walk/bicycle,No Vehicle,often,259,never,4.219507705176107,medium,4,18,9,23,Sometimes,"['Glass', 'Metal']","['Stove', 'Oven']",1552
underweight,female,pescatarian,twice a day,natural gas,public,No Vehicle,often,285,frequently,6.961296045910167,large,6,0,36,18,Sometimes,['Glass'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2322
overweight,male,omnivore,daily,coal,private,diesel,never,294,very frequently,7.7406644019172415,large,6,8,35,8,Sometimes,"['Paper', 'Metal']",['Stove'],4281
overweight,male,pescatarian,less frequently,coal,public,No Vehicle,often,214,very frequently,4.248495242049359,extra large,1,5,17,14,Sometimes,"['Glass', 'Metal']","['Oven', 'Microwave']",2848
normal,male,pescatarian,more frequently,electricity,public,No Vehicle,often,270,very frequently,7.385230923066573,small,4,5,33,2,Sometimes,['Paper'],"['Microwave', 'Grill', 'Airfryer']",2565
normal,male,pescatarian,twice a day,electricity,public,No Vehicle,never,158,rarely,7.488852955733459,small,6,11,7,3,Yes,"['Paper', 'Plastic', 'Metal']",['Stove'],716
obese,female,vegetarian,more frequently,electricity,private,hybrid,never,237,frequently,7.580189417944541,large,5,7,46,11,No,[],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2788
normal,female,pescatarian,more frequently,wood,walk/bicycle,No Vehicle,sometimes,184,very frequently,4.574710978503383,extra large,2,16,30,12,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2125
overweight,female,vegetarian,less frequently,electricity,private,hybrid,sometimes,209,rarely,7.92443418488756,large,1,0,24,11,Yes,[],[],1504
overweight,male,vegetarian,twice a day,wood,public,No Vehicle,sometimes,199,frequently,5.3471075307174685,large,4,2,7,23,Sometimes,"['Paper', 'Glass', 'Metal']",['Stove'],1810
underweight,male,omnivore,twice a day,wood,private,hybrid,sometimes,117,frequently,7.94697135769359,medium,5,0,1,22,Yes,"['Glass', 'Metal']",['Oven'],2134
underweight,male,omnivore,daily,electricity,public,No Vehicle,sometimes,147,never,7.113142108707088,small,2,9,30,23,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",1034
underweight,male,vegan,daily,natural gas,walk/bicycle,No Vehicle,often,153,very frequently,2.5649493574615367,small,2,23,21,10,Yes,"['Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2221
obese,male,vegan,less frequently,natural gas,private,electric,never,193,frequently,6.593044534142437,large,6,21,4,24,Yes,['Plastic'],"['Stove', 'Oven', 'Grill', 'Airfryer']",2487
normal,female,pescatarian,more frequently,coal,public,No Vehicle,sometimes,263,never,7.110696122978827,extra large,5,1,4,5,Sometimes,"['Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1523
obese,male,vegan,more frequently,electricity,walk/bicycle,No Vehicle,sometimes,232,frequently,3.784189633918261,large,6,1,3,14,Yes,"['Plastic', 'Metal']","['Grill', 'Airfryer']",1944
overweight,male,omnivore,daily,electricity,public,No Vehicle,never,126,never,7.338238150065589,extra large,3,14,47,0,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave']",1463
overweight,male,pescatarian,twice a day,wood,private,diesel,sometimes,291,very frequently,8.43771698991444,small,1,4,36,19,Yes,['Plastic'],"['Stove', 'Oven', 'Grill', 'Airfryer']",4443
obese,female,omnivore,twice a day,coal,public,No Vehicle,sometimes,106,very frequently,6.884486652042782,extra large,4,6,17,15,No,"['Paper', 'Plastic']","['Oven', 'Grill', 'Airfryer']",3260
obese,male,omnivore,daily,coal,public,No Vehicle,often,228,very frequently,6.4457198193855785,small,6,8,46,19,No,"['Plastic', 'Glass', 'Metal']",['Microwave'],3997
obese,female,vegan,less frequently,electricity,walk/bicycle,No Vehicle,sometimes,132,rarely,4.2626798770413155,extra large,2,9,43,7,Yes,[],['Microwave'],1461
overweight,female,vegan,more frequently,electricity,walk/bicycle,No Vehicle,often,116,never,4.442651256490317,large,3,8,24,9,Sometimes,"['Paper', 'Metal']","['Stove', 'Microwave']",916
obese,female,pescatarian,more frequently,wood,private,diesel,never,291,frequently,8.730589391275567,extra large,5,19,22,15,Sometimes,"['Paper', 'Metal']","['Microwave', 'Grill', 'Airfryer']",4595
underweight,male,vegan,less frequently,wood,walk/bicycle,No Vehicle,never,250,frequently,4.007333185232471,large,5,17,0,12,Sometimes,['Metal'],"['Stove', 'Microwave']",1703
overweight,male,vegetarian,more frequently,wood,walk/bicycle,No Vehicle,often,190,never,3.091042453358316,extra large,4,15,42,12,Sometimes,['Metal'],['Stove'],2213
underweight,female,vegetarian,twice a day,coal,private,electric,sometimes,170,rarely,8.730589391275567,small,4,9,40,22,No,"['Paper', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1492
underweight,male,omnivore,more frequently,wood,public,No Vehicle,sometimes,241,frequently,7.425953657077541,extra large,2,10,38,21,Sometimes,"['Paper', 'Plastic']",['Microwave'],2323
obese,female,omnivore,more frequently,electricity,public,No Vehicle,sometimes,238,frequently,7.259116128097101,large,5,13,26,2,Sometimes,"['Paper', 'Plastic']",['Stove'],2270
underweight,male,pescatarian,less frequently,wood,private,petrol,often,234,very frequently,7.947325027016463,medium,7,5,22,24,No,"['Glass', 'Metal']",[],3939
normal,male,vegan,less frequently,wood,private,petrol,often,92,frequently,7.565793282428515,small,1,21,43,7,No,['Paper'],['Stove'],2741
normal,female,vegan,daily,wood,walk/bicycle,No Vehicle,never,185,very frequently,2.302585092994046,extra large,6,18,29,23,Sometimes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2647
overweight,female,pescatarian,less frequently,natural gas,walk/bicycle,No Vehicle,often,206,rarely,3.8712010109078907,extra large,1,1,16,15,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Microwave'],993
obese,female,pescatarian,less frequently,coal,walk/bicycle,No Vehicle,never,62,frequently,4.343805421853684,extra large,4,10,5,7,Yes,"['Plastic', 'Glass']",['Stove'],2001
overweight,female,omnivore,less frequently,wood,public,No Vehicle,sometimes,75,very frequently,7.340835554123275,medium,2,7,10,6,No,"['Paper', 'Glass', 'Metal']",['Microwave'],1952
overweight,female,vegan,more frequently,electricity,walk/bicycle,No Vehicle,often,178,frequently,2.8903717578961645,small,2,20,10,0,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1084
normal,male,vegan,daily,coal,public,No Vehicle,never,229,very frequently,7.147559271189454,large,3,18,1,23,Sometimes,"['Paper', 'Glass', 'Metal']",['Microwave'],2297
normal,male,omnivore,less frequently,natural gas,public,No Vehicle,sometimes,162,frequently,6.126869184114185,extra large,3,12,34,2,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Oven'],2021
normal,male,pescatarian,more frequently,electricity,walk/bicycle,No Vehicle,never,199,frequently,3.258096538021482,medium,6,22,41,9,No,['Paper'],['Oven'],2180
normal,female,pescatarian,less frequently,natural gas,public,No Vehicle,never,178,frequently,5.497168225293202,extra large,4,0,9,2,Sometimes,"['Plastic', 'Glass']","['Stove', 'Oven']",1583
underweight,female,omnivore,daily,natural gas,walk/bicycle,No Vehicle,sometimes,192,frequently,3.8712010109078907,small,2,19,29,14,Sometimes,"['Paper', 'Plastic']","['Stove', 'Grill', 'Airfryer']",1549
